user_id;idade;sexo;renda_mensal;renda_mensal_imputada;numero_dependentes;dependentes_imputados;faixa_etaria;faixa_salarial;salario_por_dependente;default_flag;historico_default;qtd_emprestimos_ativos;qtd_tipos_emprestimo;tipos_emprestimo;qtd_real_estate;qtd_other;possui_emprestimo_ativo;atraso_30_59;atraso_60_89;atraso_90_plus;total_atrasos;debt_ratio;uso_linhas_sem_garantia;historico_atrasos_flag;indice_risco_credito;score_risco_total;quartil_risco;faixa_risco_historico;previsao_default;idade_outlier_flag;renda_outlier_flag;debt_ratio_outlier_flag;uso_linhas_outlier_flag;nome_cliente;iniciais;cliente_desde;primeiro_nome
187;63;M;5400;1;0;1;Sˆnior (60+);M‚dia;;0;Sem hist¢rico de inadimplˆncia;5;2;other, real_estate;1;4;1;0;0;0;0;533;0,0126;0;888,3543;5,6106;4;Muito alto;Bom pagador;0;0;0;0;Carlos Souza Silva;CS;ago/24;Carlos
188;63;M;4153;0;0;0;Sˆnior (60+);M‚dia;;0;Sem hist¢rico de inadimplˆncia;6;1;other;0;6;1;0;0;0;0;0,1808;0,0262;0;0,2957;1,7336;1;Baixo;Bom pagador;0;0;0;0;Felipe Souza Silva;FS;set/24;Felipe
189;33;M;3333;0;0;0;Adultos (31-59 anos);M‚dia;;0;Sem hist¢rico de inadimplˆncia;5;2;other, real_estate;1;4;1;0;0;0;0;0,5474;0,9022;0;2,416;6,126;3;Alto;Bom pagador;0;0;0;0;Thiago Souza Silva;TS;out/24;Thiago
190;47;F;9000;0;4;0;Adultos (31-59 anos);Alta;2250;0;Sem hist¢rico de inadimplˆncia;5;2;other, real_estate;1;4;1;0;0;0;0;0,3814;0,0531;0;0,7241;2,7116;2;Moderado;Bom pagador;0;0;0;0;Larissa Souza Silva;LS;nov/24;Larissa
191;54;M;5400;1;0;1;Adultos (31-59 anos);M‚dia;;0;Sem hist¢rico de inadimplˆncia;15;1;other;0;15;1;1;1;0;2;803;0,2585;1;503,9116;5,7628;4;Muito alto;Bom pagador;0;0;0;0;Andr‚ Souza Silva;AS;dez/24;Andr‚
192;82;M;9049;0;0;0;Sˆnior (60+);Alta;;0;Sem hist¢rico de inadimplˆncia;6;1;other;0;6;1;0;0;0;0;0,0181;0,0996;0;0,1682;2,4656;1;Baixo;Bom pagador;0;0;0;0;Leonardo Souza Silva;LS;jan/21;Leonardo
193;37;F;5417;0;2;0;Adultos (31-59 anos);M‚dia;2708,5;0;Sem hist¢rico de inadimplˆncia;15;2;other, real_estate;2;13;1;2;0;0;2;0,4529;0,0199;1;2,1705;3,0923;3;Alto;Bom pagador;0;0;0;0;Patr¡cia Souza Silva;PS;fev/21;Patr¡cia
194;52;M;5400;1;0;0;Adultos (31-59 anos);M‚dia;;0;Sem hist¢rico de inadimplˆncia;14;2;other, real_estate;2;12;1;0;0;0;0;2690;0,4604;0;1793,6402;5,6925;4;Muito alto;Bom pagador;0;0;0;0;Ricardo Souza Silva;RS;mar/21;Ricardo
195;52;M;5400;1;1;0;Adultos (31-59 anos);M‚dia;5400;0;Sem hist¢rico de inadimplˆncia;9;1;other;0;9;1;3;0;1;4;1775;0,8338;1;1779,4338;9,2943;4;Muito alto;Mau pagador;0;0;0;0;Daniel Souza Silva;DS;abr/21;Daniel
196;53;F;5822;0;1;0;Adultos (31-59 anos);M‚dia;5822;0;Sem hist¢rico de inadimplˆncia;13;1;other;0;13;1;1;0;0;1;0,1058;0,0296;1;1,0253;1,7804;2;Moderado;Bom pagador;0;0;0;0;Tatiane Souza Silva;TS;mai/21;Tatiane
197;41;M;8350;0;0;0;Adultos (31-59 anos);Alta;;0;Sem hist¢rico de inadimplˆncia;11;2;other, real_estate;1;10;1;0;0;0;0;0,1655;0,2152;0;0,3173;1,9209;1;Baixo;Bom pagador;0;0;0;0;Eduardo Souza Silva;ES;jun/21;Eduardo
198;42;F;7000;0;2;0;Adultos (31-59 anos);Alta;3500;0;Sem hist¢rico de inadimplˆncia;10;2;other, real_estate;2;8;1;0;0;0;0;0,5501;0,4112;0;0,8739;2,2196;2;Moderado;Bom pagador;0;0;0;0;Yasmin Souza Silva;YS;jul/21;Yasmin
199;53;F;6300;0;2;0;Adultos (31-59 anos);Alta;3150;0;Sem hist¢rico de inadimplˆncia;6;2;other, real_estate;1;5;1;0;0;0;0;0,1308;0,0762;0;0,2956;1,7804;1;Baixo;Bom pagador;0;0;0;0;Amanda Souza Silva;AS;ago/21;Amanda
200;40;M;3600;0;2;0;Adultos (31-59 anos);M‚dia;1800;0;Sem hist¢rico de inadimplˆncia;7;1;other;0;7;1;0;0;0;0;0,2322;0,2981;0;0,6629;2,5534;2;Moderado;Bom pagador;0;0;0;0;Diego Souza Silva;DS;set/21;Diego
201;47;F;5200;0;2;0;Adultos (31-59 anos);M‚dia;2600;0;Sem hist¢rico de inadimplˆncia;6;2;other, real_estate;1;5;1;0;0;0;0;0,3107;0,2066;0;0,739;2,5534;2;Moderado;Bom pagador;0;0;0;0;Carla Souza Silva;CS;out/21;Carla
202;44;M;8500;0;4;0;Adultos (31-59 anos);Alta;2125;0;Sem hist¢rico de inadimplˆncia;4;1;other;0;4;1;1;0;0;1;0,1239;0,2458;1;1,5394;2,9985;3;Alto;Bom pagador;0;0;0;0;Murilo Souza Silva;MS;nov/21;Murilo
203;35;M;10000;0;3;0;Adultos (31-59 anos);Alta;3333,3333;0;Sem hist¢rico de inadimplˆncia;4;2;other, real_estate;1;3;1;0;0;1;1;0,1055;1;1;3,011;5,8624;3;Alto;Bom pagador;0;0;0;0;Samuel Souza Silva;SS;dez/21;Samuel
204;34;F;4810;0;1;0;Adultos (31-59 anos);M‚dia;4810;0;Sem hist¢rico de inadimplˆncia;8;1;other;0;8;1;0;0;1;1;0,1754;0,5472;1;1,6918;2,3133;3;Alto;Bom pagador;0;0;0;0;Fl via Souza Silva;FS;jan/22;Fl via
205;80;M;5400;1;0;0;Sˆnior (60+);M‚dia;;0;Sem hist¢rico de inadimplˆncia;3;1;other;0;3;1;0;0;0;0;0;0;0;0;1,839;1;Baixo;Bom pagador;0;0;0;0;Arthur Souza Silva;AS;fev/22;Arthur
206;61;F;5400;1;0;0;Sˆnior (60+);M‚dia;;0;Sem hist¢rico de inadimplˆncia;5;2;other, real_estate;1;4;1;0;0;0;0;965;0,0089;0;1608,3482;5,6106;4;Muito alto;Bom pagador;0;0;0;0;Helo¡sa Souza Silva;HS;mar/22;Helo¡sa
207;54;M;5400;1;0;0;Adultos (31-59 anos);M‚dia;;0;Sem hist¢rico de inadimplˆncia;6;2;other, real_estate;1;5;1;1;0;0;1;1725;0,3466;1;2465,638;5,7628;4;Muito alto;Bom pagador;0;0;0;0;Bernardo Souza Silva;BS;abr/22;Bernardo
208;47;M;5400;1;0;1;Adultos (31-59 anos);M‚dia;;0;Sem hist¢rico de inadimplˆncia;0;0;sem_emprestimo;0;0;0;0;0;0;0;0;1;0;10;9,1303;4;Muito alto;Mau pagador;0;0;0;0;Ot vio Souza Silva;OS;mai/22;Ot vio
209;67;M;5400;1;0;1;Sˆnior (60+);M‚dia;;0;Sem hist¢rico de inadimplˆncia;7;2;other, real_estate;1;6;1;0;0;0;0;1449;0,0028;0;1811,2535;5,6106;4;Muito alto;Bom pagador;0;0;0;0;Heitor Souza Silva;HS;jun/22;Heitor
210;64;F;4272;0;0;0;Sˆnior (60+);M‚dia;;0;Sem hist¢rico de inadimplˆncia;10;2;other, real_estate;1;9;1;0;0;0;0;0,3211;0,0239;0;0,3136;2,4012;1;Baixo;Bom pagador;0;0;0;0;Manuela Souza Silva;MS;jul/22;Manuela
211;71;M;5116;0;0;0;Sˆnior (60+);M‚dia;;0;Sem hist¢rico de inadimplˆncia;7;1;other;0;7;1;0;0;0;0;0,0641;0,1014;0;0,2069;1,798;1;Baixo;Bom pagador;0;0;0;0;Pietro Souza Silva;PS;ago/22;Pietro
212;56;M;7000;0;3;0;Adultos (31-59 anos);Alta;2333,3333;0;Sem hist¢rico de inadimplˆncia;10;1;other;0;10;1;0;0;0;0;0,0091;0,0215;0;0,0279;2,5066;1;Baixo;Bom pagador;0;0;0;0;Yuri Souza Silva;YS;set/22;Yuri
213;66;F;887;0;0;0;Sˆnior (60+);Baixa;;0;Sem hist¢rico de inadimplˆncia;6;1;other;0;6;1;0;0;0;0;0,4268;0,0561;0;0,6899;2,044;2;Moderado;Bom pagador;0;0;0;0;Priscila Souza Silva;PS;out/22;Priscila
214;76;M;5400;1;0;0;Sˆnior (60+);M‚dia;;0;Sem hist¢rico de inadimplˆncia;3;1;other;0;3;1;0;0;0;0;828;0,5073;0;2071,2681;5,7628;4;Muito alto;Bom pagador;0;0;0;0;Igor Souza Silva;IS;nov/22;Igor
215;50;M;5400;1;0;0;Adultos (31-59 anos);M‚dia;;0;Sem hist¢rico de inadimplˆncia;8;1;other;0;8;1;0;0;0;0;272;0;0;302,2222;5,6106;4;Muito alto;Bom pagador;0;0;0;0;Renato Souza Silva;RS;dez/22;Renato
216;29;F;3975;0;0;0;Jovens (18-30 anos);M‚dia;;0;Sem hist¢rico de inadimplˆncia;5;1;other;0;5;1;0;0;0;0;0,1421;0,5612;0;1,1722;5,8097;3;Alto;Bom pagador;0;0;0;0;Tain  Souza Silva;TS;jan/23;Tain 
217;48;M;6000;0;2;0;Adultos (31-59 anos);M‚dia;3000;0;Sem hist¢rico de inadimplˆncia;11;2;other, real_estate;1;10;1;0;0;0;0;0,5881;0,372;0;0,8;2,2196;2;Moderado;Bom pagador;0;0;0;0;C‚sar Souza Silva;CS;fev/23;C‚sar
218;25;F;5400;1;0;1;Jovens (18-30 anos);M‚dia;;0;Sem hist¢rico de inadimplˆncia;4;1;other;0;4;1;0;0;0;0;17;0,2684;0;34,5368;5,6925;4;Muito alto;Bom pagador;0;0;0;0;Aline Souza Silva;AS;mar/23;Aline
219;34;F;1800;0;0;0;Adultos (31-59 anos);Baixa;;0;Sem hist¢rico de inadimplˆncia;8;1;other;0;8;1;0;0;0;0;0,1188;0,3078;0;0,474;1,9912;2;Moderado;Bom pagador;0;0;0;0;Bruna Souza Silva;BS;abr/23;Bruna
220;40;M;3750;0;0;0;Adultos (31-59 anos);M‚dia;;0;Sem hist¢rico de inadimplˆncia;9;1;other;0;9;1;0;0;0;0;0,578;0,966;0;1,5439;6,126;3;Alto;Bom pagador;0;0;0;0;Alan Souza Silva;AS;mai/23;Alan
221;68;F;3500;0;0;0;Sˆnior (60+);M‚dia;;0;Sem hist¢rico de inadimplˆncia;5;1;other;0;5;1;0;0;0;0;0,2742;0,063;0;0,562;1,6926;2;Moderado;Bom pagador;0;0;0;0;Daiane Souza Silva;DS;jun/23;Daiane
222;51;M;12500;0;0;0;Adultos (31-59 anos);Alta;;0;Sem hist¢rico de inadimplˆncia;4;1;other;0;4;1;2;0;0;2;0;0;1;1,6;2,1787;3;Alto;Bom pagador;0;0;0;0;Breno Souza Silva;BS;jul/23;Breno
223;23;M;1200;0;0;0;Jovens (18-30 anos);Baixa;;0;Sem hist¢rico de inadimplˆncia;1;1;other;0;1;1;0;0;0;0;0,209;1;0;6,045;9,0952;4;Muito alto;Mau pagador;0;0;0;0;CauÆ Souza Silva;CS;ago/23;CauÆ
224;54;F;17433;0;1;0;Adultos (31-59 anos);Alta;17433;0;Sem hist¢rico de inadimplˆncia;4;2;other, real_estate;2;2;1;0;0;0;0;0,1308;0,0661;0;0,394;1,7804;2;Moderado;Bom pagador;0;0;0;0;Geovana Souza Silva;GS;set/23;Geovana
225;45;M;17000;0;3;0;Adultos (31-59 anos);Alta;5666,6667;0;Sem hist¢rico de inadimplˆncia;6;1;other;0;6;1;0;0;0;0;0,0588;0,7669;0;1,1796;5,8624;3;Alto;Bom pagador;0;0;0;0;Cl udio Souza Silva;CS;out/23;Cl udio
226;68;F;10772;0;2;0;Sˆnior (60+);Alta;5386;0;Sem hist¢rico de inadimplˆncia;6;2;other, real_estate;1;5;1;0;0;0;0;0,2594;0,0992;0;0,5121;1,675;2;Moderado;Bom pagador;0;0;0;0;J‚ssica Souza Silva;JS;nov/23;J‚ssica
227;56;M;12500;0;0;0;Adultos (31-59 anos);Alta;;0;Sem hist¢rico de inadimplˆncia;20;2;other, real_estate;1;19;1;0;0;0;0;0,1607;0,1817;0;0,163;2,6588;1;Baixo;Bom pagador;0;0;0;0;Elias Souza Silva;ES;dez/23;Elias
228;47;M;6500;0;2;0;Adultos (31-59 anos);Alta;3250;0;Sem hist¢rico de inadimplˆncia;15;2;other, real_estate;3;12;1;0;0;0;0;0,3799;0,0862;0;0,2913;2,0264;1;Baixo;Bom pagador;0;0;0;0;Fernando Souza Silva;FS;jan/24;Fernando
229;57;M;8183;0;1;0;Adultos (31-59 anos);Alta;8183;0;Sem hist¢rico de inadimplˆncia;9;2;other, real_estate;1;8;1;4;0;0;4;0,3657;0,3047;1;4,2705;2,2079;3;Alto;Bom pagador;0;0;0;0;J£lio Souza Silva;JS;fev/24;J£lio
230;63;F;7427;0;1;0;Sˆnior (60+);Alta;7427;0;Sem hist¢rico de inadimplˆncia;8;1;other;0;8;1;0;0;0;0;0,0724;0,1234;0;0,2176;1,7804;1;Baixo;Bom pagador;0;0;0;0;Paula Souza Silva;PS;mar/24;Paula
231;77;M;1772;0;0;0;Sˆnior (60+);Baixa;;0;Sem hist¢rico de inadimplˆncia;11;1;other;0;11;1;1;0;0;1;0,9735;0,5715;1;2,2042;5,921;3;Alto;Bom pagador;0;0;0;0;M rcio Souza Silva;MS;abr/24;M rcio
232;46;M;5000;0;0;0;Adultos (31-59 anos);M‚dia;;0;Sem hist¢rico de inadimplˆncia;5;2;other, real_estate;1;4;1;0;0;0;0;0,4931;0,6683;0;1,9357;6,7936;3;Alto;Bom pagador;0;0;0;0;Nicolas Souza Silva;NS;mai/24;Nicolas
233;53;F;2400;0;0;0;Adultos (31-59 anos);M‚dia;;0;Sem hist¢rico de inadimplˆncia;5;2;other, real_estate;1;4;1;0;0;2;2;0,434;0,7942;1;3,7137;6,126;3;Alto;Bom pagador;0;0;0;0;Talita Souza Silva;TS;jun/24;Talita
234;50;M;15000;0;1;0;Adultos (31-59 anos);Alta;15000;0;Sem hist¢rico de inadimplˆncia;9;2;other, real_estate;1;8;1;0;0;0;0;0,1155;0,5639;0;0,6794;5,5227;2;Moderado;Bom pagador;0;0;0;0;S‚rgio Souza Silva;SS;jul/24;S‚rgio
235;38;M;10666;0;2;0;Adultos (31-59 anos);Alta;5333;0;Sem hist¢rico de inadimplˆncia;7;2;other, real_estate;1;6;1;0;0;0;0;0,2847;0,2913;0;0,72;1,8682;2;Moderado;Bom pagador;0;0;0;0;Tadeu Souza Silva;TS;ago/24;Tadeu
236;54;F;2474;0;0;0;Adultos (31-59 anos);M‚dia;;0;Sem hist¢rico de inadimplˆncia;10;2;other, real_estate;2;8;1;0;0;0;0;0,8869;0,0825;0;0,8812;1,9093;2;Moderado;Bom pagador;0;0;0;0;Z‚lia Souza Silva;ZS;set/24;Z‚lia
237;54;M;4884;0;1;0;Adultos (31-59 anos);M‚dia;4884;0;Sem hist¢rico de inadimplˆncia;12;2;other, real_estate;1;11;1;0;1;1;2;0,2614;0;1;2,0472;2,0557;3;Alto;Bom pagador;0;0;0;0;William Souza Silva;WS;out/24;William
238;41;F;5400;1;0;0;Adultos (31-59 anos);M‚dia;;0;Sem hist¢rico de inadimplˆncia;6;2;other, real_estate;1;5;1;0;0;0;0;1779;0,4435;0;2542,0622;5,6925;4;Muito alto;Bom pagador;0;0;0;0;Lorena Souza Silva;LS;nov/24;Lorena
239;57;F;9166;0;0;0;Adultos (31-59 anos);Alta;;0;Sem hist¢rico de inadimplˆncia;21;2;other, real_estate;2;19;1;0;0;0;0;0,495;0,2833;0;0,3538;2,1669;1;Baixo;Bom pagador;0;0;0;0;Mirela Souza Silva;MS;dez/24;Mirela
240;37;M;8584;0;0;0;Adultos (31-59 anos);Alta;;0;Sem hist¢rico de inadimplˆncia;15;2;other, real_estate;2;13;1;0;0;0;0;0,6388;0,3849;0;0,6398;2,1669;2;Moderado;Bom pagador;0;0;0;0;Gabriel Lima Silva;GL;jan/21;Gabriel
241;41;F;4828;0;2;0;Adultos (31-59 anos);M‚dia;2414;0;Sem hist¢rico de inadimplˆncia;7;1;other;0;7;1;1;0;0;1;0,1945;0,1748;1;1,3365;2,8931;3;Alto;Bom pagador;0;0;0;0;Beatriz Lima Silva;BL;fev/21;Beatriz
242;51;M;10000;0;3;0;Adultos (31-59 anos);Alta;3333,3333;0;Sem hist¢rico de inadimplˆncia;20;2;other, real_estate;3;17;1;0;0;0;0;0,703;0;0;0,3348;2,0674;1;Baixo;Bom pagador;0;0;0;0;Mateus Lima Silva;ML;mar/21;Mateus
243;42;M;5400;1;0;0;Adultos (31-59 anos);M‚dia;;0;Sem hist¢rico de inadimplˆncia;2;1;other;0;2;1;0;0;0;0;467;0;0;1556,6667;6,2782;4;Muito alto;Bom pagador;0;0;0;0;Pedro Lima Silva;PL;abr/21;Pedro
244;60;F;6284;0;3;0;Sˆnior (60+);Alta;2094,6667;0;Sem hist¢rico de inadimplˆncia;7;2;other, real_estate;2;5;1;0;0;0;0;0,7893;0,9912;0;2,2256;6,7936;3;Alto;Bom pagador;0;0;0;0;Eduarda Lima Silva;EL;mai/21;Eduarda
245;78;M;12855;0;0;0;Sˆnior (60+);Alta;;0;Sem hist¢rico de inadimplˆncia;10;2;other, real_estate;1;9;1;2;1;0;3;0,4638;1,0104;1;4,0674;6,0557;3;Alto;Bom pagador;0;0;0;0;Rafael Lima Silva;RL;jun/21;Rafael
246;47;F;5533;0;1;0;Adultos (31-59 anos);M‚dia;5533;0;Sem hist¢rico de inadimplˆncia;11;2;other, real_estate;2;9;1;0;0;0;0;0,4118;0,0792;0;0,4092;2,0264;2;Moderado;Bom pagador;0;0;0;0;Gabriela Lima Silva;GL;jul/21;Gabriela
247;51;M;2500;0;0;0;Adultos (31-59 anos);M‚dia;;0;Sem hist¢rico de inadimplˆncia;3;1;other;0;3;1;0;0;0;0;0,0072;0,0247;0;0,0798;1,839;1;Baixo;Bom pagador;0;0;0;0;Carlos Lima Silva;CL;ago/21;Carlos
248;59;M;12451;0;0;0;Adultos (31-59 anos);Alta;;0;Sem hist¢rico de inadimplˆncia;14;2;other, real_estate;2;12;1;0;0;0;0;0,2462;0,0798;0;0,2174;1,6223;1;Baixo;Bom pagador;0;0;0;0;Felipe Lima Silva;FL;set/21;Felipe
249;75;M;5400;1;0;0;Sˆnior (60+);M‚dia;;0;Sem hist¢rico de inadimplˆncia;1;1;other;0;1;1;0;0;0;0;657;0,2146;0;3286,0729;5,7628;4;Muito alto;Bom pagador;0;0;0;0;Thiago Lima Silva;TL;out/21;Thiago
250;63;F;5400;1;0;0;Sˆnior (60+);M‚dia;;0;Sem hist¢rico de inadimplˆncia;7;2;other, real_estate;1;6;1;0;0;0;0;983;0,0146;0;1228,7682;5,6106;4;Muito alto;Bom pagador;0;0;0;0;Larissa Lima Silva;LL;nov/21;Larissa
251;48;M;10500;0;0;0;Adultos (31-59 anos);Alta;;0;Sem hist¢rico de inadimplˆncia;8;2;other, real_estate;2;6;1;0;0;0;0;0,2759;0,0828;0;0,3985;2,3602;2;Moderado;Bom pagador;0;0;0;0;Andr‚ Lima Silva;AL;dez/21;Andr‚
252;23;M;800;0;0;0;Jovens (18-30 anos);Baixa;;0;Sem hist¢rico de inadimplˆncia;0;0;sem_emprestimo;0;0;0;0;0;0;0;0;1;0;10;9,1303;4;Muito alto;Mau pagador;0;0;0;0;Leonardo Lima Silva;LL;jan/22;Leonardo
253;35;F;3500;0;2;0;Adultos (31-59 anos);M‚dia;1750;0;Sem hist¢rico de inadimplˆncia;2;1;other;0;2;1;0;0;0;0;0,1134;0,7674;0;2,9361;6,5476;3;Alto;Bom pagador;0;0;0;0;Patr¡cia Lima Silva;PL;fev/22;Patr¡cia
254;41;M;12500;0;2;0;Adultos (31-59 anos);Alta;6250;0;Sem hist¢rico de inadimplˆncia;7;2;other, real_estate;2;5;1;0;0;0;0;0,4522;0,0534;0;0,632;2,0264;2;Moderado;Bom pagador;0;0;0;0;Ricardo Lima Silva;RL;mar/22;Ricardo
255;77;M;5400;1;0;0;Sˆnior (60+);M‚dia;;0;Sem hist¢rico de inadimplˆncia;5;1;other;0;5;1;0;0;0;0;32;0,0801;0;53,4668;5,5696;4;Muito alto;Bom pagador;0;0;0;0;Daniel Lima Silva;DL;abr/22;Daniel
256;70;F;3139;0;0;0;Sˆnior (60+);M‚dia;;0;Sem hist¢rico de inadimplˆncia;6;2;other, real_estate;1;5;1;0;0;0;0;0,4411;0,06;0;0,7159;2,044;2;Moderado;Bom pagador;0;0;0;0;Tatiane Lima Silva;TL;mai/22;Tatiane
257;66;M;3710;0;1;0;Sˆnior (60+);M‚dia;3710;0;Sem hist¢rico de inadimplˆncia;5;2;other, real_estate;3;2;1;0;0;0;0;0,7222;0;0;1,2036;2,4071;3;Alto;Bom pagador;0;0;0;0;Eduardo Lima Silva;EL;jun/22;Eduardo
258;46;F;6000;0;2;0;Adultos (31-59 anos);M‚dia;3000;0;Sem hist¢rico de inadimplˆncia;6;2;other, real_estate;1;5;1;0;0;0;0;0,139;0;0;0,1985;1,8214;1;Baixo;Bom pagador;0;0;0;0;Yasmin Lima Silva;YL;jul/22;Yasmin
259;35;F;3333;0;2;0;Adultos (31-59 anos);M‚dia;1666,5;0;Sem hist¢rico de inadimplˆncia;17;2;other, real_estate;1;16;1;1;0;0;1;0,9781;0,3974;1;1,7086;3,1098;3;Alto;Bom pagador;0;0;0;0;Amanda Lima Silva;AL;ago/22;Amanda
260;59;M;6150;0;1;0;Adultos (31-59 anos);Alta;6150;0;Sem hist¢rico de inadimplˆncia;4;2;other, real_estate;1;3;1;1;0;0;1;0,2759;0,0095;1;1,3707;2,0557;3;Alto;Bom pagador;0;0;0;0;Diego Lima Silva;DL;set/22;Diego
261;74;F;5400;1;0;0;Sˆnior (60+);M‚dia;;0;Sem hist¢rico de inadimplˆncia;4;1;other;0;4;1;0;0;0;0;283;0,1761;0;566,3523;5,7628;4;Muito alto;Bom pagador;0;0;0;0;Carla Lima Silva;CL;out/22;Carla
262;27;M;1500;0;0;0;Jovens (18-30 anos);Baixa;;0;Sem hist¢rico de inadimplˆncia;7;1;other;0;7;1;0;0;0;0;0,1739;0,0731;0;0,3088;1,7277;1;Baixo;Bom pagador;0;0;0;0;Murilo Lima Silva;ML;nov/22;Murilo
263;41;M;8000;0;1;0;Adultos (31-59 anos);Alta;8000;0;Sem hist¢rico de inadimplˆncia;11;2;other, real_estate;2;9;1;0;0;0;0;0,2512;0,1857;0;0,3641;1,8682;1;Baixo;Bom pagador;0;0;0;0;Samuel Lima Silva;SL;dez/22;Samuel
264;40;F;5400;1;0;0;Adultos (31-59 anos);M‚dia;;0;Sem hist¢rico de inadimplˆncia;5;2;other, real_estate;1;4;1;0;0;0;0;1971;0,144;0;3285,24;5,5696;4;Muito alto;Bom pagador;0;0;0;0;Fl via Lima Silva;FL;jan/23;Fl via
265;61;M;12814;0;1;0;Sˆnior (60+);Alta;12814;0;Sem hist¢rico de inadimplˆncia;7;2;other, real_estate;1;6;1;0;0;0;0;0,2098;0,0691;0;0,3486;1,675;1;Baixo;Bom pagador;0;0;0;0;Arthur Lima Silva;AL;fev/23;Arthur
266;43;F;5400;1;0;1;Adultos (31-59 anos);M‚dia;;0;Sem hist¢rico de inadimplˆncia;8;2;other, real_estate;1;7;1;0;0;0;0;1221;0;0;1356,6667;5,6106;4;Muito alto;Bom pagador;0;0;0;0;Helo¡sa Lima Silva;HL;mar/23;Helo¡sa
267;45;M;2145;0;2;0;Adultos (31-59 anos);M‚dia;1072,5;0;Sem hist¢rico de inadimplˆncia;12;2;other, real_estate;3;9;1;0;0;0;0;1,7987;0,722;0;1,939;6,6589;3;Alto;Bom pagador;0;0;0;0;Bernardo Lima Silva;BL;abr/23;Bernardo
268;88;M;0;0;0;0;Sˆnior (60+);Baixa;;0;Sem hist¢rico de inadimplˆncia;2;2;other, real_estate;1;1;1;0;0;0;0;1373;0,0327;0;4576,7758;5,4993;4;Muito alto;Bom pagador;0;0;0;0;Ot vio Lima Silva;OL;mai/23;Ot vio
269;38;M;8000;0;1;0;Adultos (31-59 anos);Alta;8000;1;Inadimplente;14;2;other, real_estate;2;12;1;4;0;1;5;0,8824;1,0923;1;5,9831;9,2943;4;Muito alto;Mau pagador;0;0;0;1;Heitor Lima Silva;HL;jun/23;Heitor
270;67;F;3855;0;0;0;Sˆnior (60+);M‚dia;;0;Sem hist¢rico de inadimplˆncia;12;2;other, real_estate;1;11;1;0;0;0;0;0,3084;0,0475;0;0,2737;1,6926;1;Baixo;Bom pagador;0;0;0;0;Manuela Lima Silva;ML;jul/23;Manuela
271;77;M;4000;0;0;0;Sˆnior (60+);M‚dia;;0;Sem hist¢rico de inadimplˆncia;3;1;other;0;3;1;0;0;0;0;0,0095;0,0377;0;0,118;1,7277;1;Baixo;Bom pagador;0;0;0;0;Pietro Lima Silva;PL;ago/23;Pietro
272;35;M;3200;0;0;0;Adultos (31-59 anos);M‚dia;;0;Sem hist¢rico de inadimplˆncia;7;2;other, real_estate;1;6;1;0;0;0;0;1,5942;0,351;0;2,4315;2,3719;3;Alto;Bom pagador;0;0;0;0;Yuri Lima Silva;YL;set/23;Yuri
273;24;F;2000;0;0;0;Jovens (18-30 anos);M‚dia;;0;Sem hist¢rico de inadimplˆncia;6;1;other;0;6;1;0;0;0;0;0,3313;0,7887;0;1,6;5,7043;3;Alto;Bom pagador;0;0;0;0;Priscila Lima Silva;PL;out/23;Priscila
274;53;M;4440;0;1;0;Adultos (31-59 anos);M‚dia;4440;0;Sem hist¢rico de inadimplˆncia;10;2;other, real_estate;3;7;1;0;0;0;0;0,6059;0,1841;0;0,7183;2,2196;2;Moderado;Bom pagador;0;0;0;0;Igor Lima Silva;IL;nov/23;Igor
275;60;M;10416;0;2;0;Sˆnior (60+);Alta;5208;0;Sem hist¢rico de inadimplˆncia;4;2;other, real_estate;1;3;1;0;0;2;2;0,1985;1;1;3,997;5,757;3;Alto;Bom pagador;0;0;0;0;Renato Lima Silva;RL;dez/23;Renato
276;42;F;5400;1;0;1;Adultos (31-59 anos);M‚dia;;0;Sem hist¢rico de inadimplˆncia;4;2;other, real_estate;2;2;1;0;0;0;0;1586;0,0718;0;3172,1436;5,4993;4;Muito alto;Bom pagador;0;0;0;0;Tain  Lima Silva;TL;jan/24;Tain 
277;47;M;5400;1;3;0;Adultos (31-59 anos);M‚dia;1800;0;Sem hist¢rico de inadimplˆncia;2;1;other;0;2;1;0;0;0;0;122;0,17;0;407,2332;6,4304;4;Muito alto;Bom pagador;0;0;0;0;C‚sar Lima Silva;CL;fev/24;C‚sar
278;56;F;10000;0;0;0;Adultos (31-59 anos);Alta;;0;Sem hist¢rico de inadimplˆncia;14;2;other, real_estate;5;9;1;1;0;0;1;0,618;0,0251;1;1,3621;2,3544;3;Alto;Bom pagador;0;0;0;0;Aline Lima Silva;AL;mar/24;Aline
279;64;F;981;0;0;0;Sˆnior (60+);Baixa;;0;Sem hist¢rico de inadimplˆncia;13;2;other, real_estate;1;12;1;0;0;0;0;1,2251;0,2443;0;1,0496;2,0322;2;Moderado;Bom pagador;0;0;0;0;Bruna Lima Silva;BL;abr/24;Bruna
280;21;M;4000;0;0;0;Jovens (18-30 anos);M‚dia;;0;Sem hist¢rico de inadimplˆncia;2;1;other;0;2;1;0;0;0;0;0,0082;1,1079;0;3,7205;5,8097;3;Alto;Bom pagador;0;0;0;1;Alan Lima Silva;AL;mai/24;Alan
