user_id;nome_cliente;primeiro_nome;iniciais;cliente_desde;idade;sexo;renda_mensal;faixa_salarial;historico_default;historico_pagamento;qtd_emprestimos_ativos;consultas_ultimo_ano;status_ultimo_emprestimo;faixa_risco_historico;previsao_default;score_credito_sintetico;score_credito_faixa;total_atrasos;resumo_personalizado
186;Gabriela Souza Silva;Gabriela;GS;jul/24;55;F;5400;M‚dia;Sem hist¢rico de inadimplˆncia;Pontual;7;1;Pago em dia;Muito alto;Bom pagador;610;Regular;0;Cliente com perfil hist¢rico muito alto, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
187;Carlos Souza Silva;Carlos;CS;ago/24;63;M;5400;M‚dia;Sem hist¢rico de inadimplˆncia;Pontual;5;1;Pago em dia;Muito alto;Bom pagador;610;Regular;0;Cliente com perfil hist¢rico muito alto, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
188;Felipe Souza Silva;Felipe;FS;set/24;63;M;4153;M‚dia;Sem hist¢rico de inadimplˆncia;Pontual;6;1;Pago em dia;Baixo;Bom pagador;820;Muito bom;0;Cliente com perfil hist¢rico baixo, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
189;Thiago Souza Silva;Thiago;TS;out/24;33;M;3333;M‚dia;Sem hist¢rico de inadimplˆncia;Pontual;5;5;Pago em dia;Alto;Bom pagador;680;Bom;0;Cliente com perfil hist¢rico alto, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
190;Larissa Souza Silva;Larissa;LS;nov/24;47;F;9000;Alta;Sem hist¢rico de inadimplˆncia;Pontual;5;1;Pago em dia;Moderado;Bom pagador;750;Muito bom;0;Cliente com perfil hist¢rico moderado, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
191;Andr‚ Souza Silva;Andr‚;AS;dez/24;54;M;5400;M‚dia;Sem hist¢rico de inadimplˆncia;Com ocorrˆncias;15;2;Pago em dia;Muito alto;Bom pagador;580;Regular;2;Cliente com perfil hist¢rico muito alto, previsÆo de default: bom pagador, e hist¢rico de pagamentos com ocorrˆncias.
192;Leonardo Souza Silva;Leonardo;LS;jan/21;82;M;9049;Alta;Sem hist¢rico de inadimplˆncia;Pontual;6;1;Pago em dia;Baixo;Bom pagador;820;Muito bom;0;Cliente com perfil hist¢rico baixo, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
193;Patr¡cia Souza Silva;Patr¡cia;PS;fev/21;37;F;5417;M‚dia;Sem hist¢rico de inadimplˆncia;Com ocorrˆncias;15;1;Pago em dia;Alto;Bom pagador;650;Regular;2;Cliente com perfil hist¢rico alto, previsÆo de default: bom pagador, e hist¢rico de pagamentos com ocorrˆncias.
194;Ricardo Souza Silva;Ricardo;RS;mar/21;52;M;5400;M‚dia;Sem hist¢rico de inadimplˆncia;Pontual;14;3;Pago em dia;Muito alto;Bom pagador;610;Regular;0;Cliente com perfil hist¢rico muito alto, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
195;Daniel Souza Silva;Daniel;DS;abr/21;52;M;5400;M‚dia;Sem hist¢rico de inadimplˆncia;Requer aten‡Æo;9;5;Pago em dia;Muito alto;Mau pagador;550;Ruim;4;Cliente com perfil hist¢rico muito alto, previsÆo de default: mau pagador, e hist¢rico de pagamentos requer aten‡Æo.
196;Tatiane Souza Silva;Tatiane;TS;mai/21;53;F;5822;M‚dia;Sem hist¢rico de inadimplˆncia;Com ocorrˆncias;13;1;Pago em dia;Moderado;Bom pagador;735;Bom;1;Cliente com perfil hist¢rico moderado, previsÆo de default: bom pagador, e hist¢rico de pagamentos com ocorrˆncias.
197;Eduardo Souza Silva;Eduardo;ES;jun/21;41;M;8350;Alta;Sem hist¢rico de inadimplˆncia;Pontual;11;2;Pago em dia;Baixo;Bom pagador;820;Muito bom;0;Cliente com perfil hist¢rico baixo, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
198;Yasmin Souza Silva;Yasmin;YS;jul/21;42;F;7000;Alta;Sem hist¢rico de inadimplˆncia;Pontual;10;3;Pago em dia;Moderado;Bom pagador;750;Muito bom;0;Cliente com perfil hist¢rico moderado, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
199;Amanda Souza Silva;Amanda;AS;ago/21;53;F;6300;Alta;Sem hist¢rico de inadimplˆncia;Pontual;6;1;Pago em dia;Baixo;Bom pagador;820;Muito bom;0;Cliente com perfil hist¢rico baixo, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
200;Diego Souza Silva;Diego;DS;set/21;40;M;3600;M‚dia;Sem hist¢rico de inadimplˆncia;Pontual;7;2;Pago em dia;Moderado;Bom pagador;750;Muito bom;0;Cliente com perfil hist¢rico moderado, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
201;Carla Souza Silva;Carla;CS;out/21;47;F;5200;M‚dia;Sem hist¢rico de inadimplˆncia;Pontual;6;2;Pago em dia;Moderado;Bom pagador;750;Muito bom;0;Cliente com perfil hist¢rico moderado, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
202;Murilo Souza Silva;Murilo;MS;nov/21;44;M;8500;Alta;Sem hist¢rico de inadimplˆncia;Com ocorrˆncias;4;2;Pago em dia;Alto;Bom pagador;665;Regular;1;Cliente com perfil hist¢rico alto, previsÆo de default: bom pagador, e hist¢rico de pagamentos com ocorrˆncias.
203;Samuel Souza Silva;Samuel;SS;dez/21;35;M;10000;Alta;Sem hist¢rico de inadimplˆncia;Com ocorrˆncias;4;5;Pago em dia;Alto;Bom pagador;665;Regular;1;Cliente com perfil hist¢rico alto, previsÆo de default: bom pagador, e hist¢rico de pagamentos com ocorrˆncias.
204;Fl via Souza Silva;Fl via;FS;jan/22;34;F;4810;M‚dia;Sem hist¢rico de inadimplˆncia;Com ocorrˆncias;8;3;Pago em dia;Alto;Bom pagador;665;Regular;1;Cliente com perfil hist¢rico alto, previsÆo de default: bom pagador, e hist¢rico de pagamentos com ocorrˆncias.
205;Arthur Souza Silva;Arthur;AS;fev/22;80;M;5400;M‚dia;Sem hist¢rico de inadimplˆncia;Pontual;3;0;Pago em dia;Baixo;Bom pagador;820;Muito bom;0;Cliente com perfil hist¢rico baixo, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
206;Helo¡sa Souza Silva;Helo¡sa;HS;mar/22;61;F;5400;M‚dia;Sem hist¢rico de inadimplˆncia;Pontual;5;1;Pago em dia;Muito alto;Bom pagador;610;Regular;0;Cliente com perfil hist¢rico muito alto, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
207;Bernardo Souza Silva;Bernardo;BS;abr/22;54;M;5400;M‚dia;Sem hist¢rico de inadimplˆncia;Com ocorrˆncias;6;2;Pago em dia;Muito alto;Bom pagador;595;Regular;1;Cliente com perfil hist¢rico muito alto, previsÆo de default: bom pagador, e hist¢rico de pagamentos com ocorrˆncias.
208;Ot vio Souza Silva;Ot vio;OS;mai/22;47;M;5400;M‚dia;Sem hist¢rico de inadimplˆncia;Pontual;0;5;Sem empr‚stimo ativo;Muito alto;Mau pagador;610;Regular;0;Cliente com perfil hist¢rico muito alto, previsÆo de default: mau pagador, e hist¢rico de pagamentos pontual.
209;Heitor Souza Silva;Heitor;HS;jun/22;67;M;5400;M‚dia;Sem hist¢rico de inadimplˆncia;Pontual;7;1;Pago em dia;Muito alto;Bom pagador;610;Regular;0;Cliente com perfil hist¢rico muito alto, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
210;Manuela Souza Silva;Manuela;MS;jul/22;64;F;4272;M‚dia;Sem hist¢rico de inadimplˆncia;Pontual;10;1;Pago em dia;Baixo;Bom pagador;820;Muito bom;0;Cliente com perfil hist¢rico baixo, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
211;Pietro Souza Silva;Pietro;PS;ago/22;71;M;5116;M‚dia;Sem hist¢rico de inadimplˆncia;Pontual;7;1;Pago em dia;Baixo;Bom pagador;820;Muito bom;0;Cliente com perfil hist¢rico baixo, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
212;Yuri Souza Silva;Yuri;YS;set/22;56;M;7000;Alta;Sem hist¢rico de inadimplˆncia;Pontual;10;1;Pago em dia;Baixo;Bom pagador;820;Muito bom;0;Cliente com perfil hist¢rico baixo, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
213;Priscila Souza Silva;Priscila;PS;out/22;66;F;887;Baixa;Sem hist¢rico de inadimplˆncia;Pontual;6;1;Pago em dia;Moderado;Bom pagador;750;Muito bom;0;Cliente com perfil hist¢rico moderado, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
214;Igor Souza Silva;Igor;IS;nov/22;76;M;5400;M‚dia;Sem hist¢rico de inadimplˆncia;Pontual;3;3;Pago em dia;Muito alto;Bom pagador;610;Regular;0;Cliente com perfil hist¢rico muito alto, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
215;Renato Souza Silva;Renato;RS;dez/22;50;M;5400;M‚dia;Sem hist¢rico de inadimplˆncia;Pontual;8;0;Pago em dia;Muito alto;Bom pagador;610;Regular;0;Cliente com perfil hist¢rico muito alto, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
216;Tain  Souza Silva;Tain ;TS;jan/23;29;F;3975;M‚dia;Sem hist¢rico de inadimplˆncia;Pontual;5;3;Pago em dia;Alto;Bom pagador;680;Bom;0;Cliente com perfil hist¢rico alto, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
217;C‚sar Souza Silva;C‚sar;CS;fev/23;48;M;6000;M‚dia;Sem hist¢rico de inadimplˆncia;Pontual;11;2;Pago em dia;Moderado;Bom pagador;750;Muito bom;0;Cliente com perfil hist¢rico moderado, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
218;Aline Souza Silva;Aline;AS;mar/23;25;F;5400;M‚dia;Sem hist¢rico de inadimplˆncia;Pontual;4;2;Pago em dia;Muito alto;Bom pagador;610;Regular;0;Cliente com perfil hist¢rico muito alto, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
219;Bruna Souza Silva;Bruna;BS;abr/23;34;F;1800;Baixa;Sem hist¢rico de inadimplˆncia;Pontual;8;2;Pago em dia;Moderado;Bom pagador;750;Muito bom;0;Cliente com perfil hist¢rico moderado, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
220;Alan Souza Silva;Alan;AS;mai/23;40;M;3750;M‚dia;Sem hist¢rico de inadimplˆncia;Pontual;9;5;Pago em dia;Alto;Bom pagador;680;Bom;0;Cliente com perfil hist¢rico alto, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
221;Daiane Souza Silva;Daiane;DS;jun/23;68;F;3500;M‚dia;Sem hist¢rico de inadimplˆncia;Pontual;5;1;Pago em dia;Moderado;Bom pagador;750;Muito bom;0;Cliente com perfil hist¢rico moderado, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
222;Breno Souza Silva;Breno;BS;jul/23;51;M;12500;Alta;Sem hist¢rico de inadimplˆncia;Com ocorrˆncias;4;0;Pago em dia;Alto;Bom pagador;650;Regular;2;Cliente com perfil hist¢rico alto, previsÆo de default: bom pagador, e hist¢rico de pagamentos com ocorrˆncias.
223;CauÆ Souza Silva;CauÆ;CS;ago/23;23;M;1200;Baixa;Sem hist¢rico de inadimplˆncia;Pontual;1;5;Pago em dia;Muito alto;Mau pagador;610;Regular;0;Cliente com perfil hist¢rico muito alto, previsÆo de default: mau pagador, e hist¢rico de pagamentos pontual.
224;Geovana Souza Silva;Geovana;GS;set/23;54;F;17433;Alta;Sem hist¢rico de inadimplˆncia;Pontual;4;1;Pago em dia;Moderado;Bom pagador;750;Muito bom;0;Cliente com perfil hist¢rico moderado, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
225;Cl udio Souza Silva;Cl udio;CS;out/23;45;M;17000;Alta;Sem hist¢rico de inadimplˆncia;Pontual;6;4;Pago em dia;Alto;Bom pagador;680;Bom;0;Cliente com perfil hist¢rico alto, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
226;J‚ssica Souza Silva;J‚ssica;JS;nov/23;68;F;10772;Alta;Sem hist¢rico de inadimplˆncia;Pontual;6;1;Pago em dia;Moderado;Bom pagador;750;Muito bom;0;Cliente com perfil hist¢rico moderado, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
227;Elias Souza Silva;Elias;ES;dez/23;56;M;12500;Alta;Sem hist¢rico de inadimplˆncia;Pontual;20;1;Pago em dia;Baixo;Bom pagador;820;Muito bom;0;Cliente com perfil hist¢rico baixo, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
228;Fernando Souza Silva;Fernando;FS;jan/24;47;M;6500;Alta;Sem hist¢rico de inadimplˆncia;Pontual;15;1;Pago em dia;Baixo;Bom pagador;820;Muito bom;0;Cliente com perfil hist¢rico baixo, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
229;J£lio Souza Silva;J£lio;JS;fev/24;57;M;8183;Alta;Sem hist¢rico de inadimplˆncia;Requer aten‡Æo;9;2;Pago em dia;Alto;Bom pagador;620;Regular;4;Cliente com perfil hist¢rico alto, previsÆo de default: bom pagador, e hist¢rico de pagamentos requer aten‡Æo.
230;Paula Souza Silva;Paula;PS;mar/24;63;F;7427;Alta;Sem hist¢rico de inadimplˆncia;Pontual;8;1;Pago em dia;Baixo;Bom pagador;820;Muito bom;0;Cliente com perfil hist¢rico baixo, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
231;M rcio Souza Silva;M rcio;MS;abr/24;77;M;1772;Baixa;Sem hist¢rico de inadimplˆncia;Com ocorrˆncias;11;3;Pago em dia;Alto;Bom pagador;665;Regular;1;Cliente com perfil hist¢rico alto, previsÆo de default: bom pagador, e hist¢rico de pagamentos com ocorrˆncias.
232;Nicolas Souza Silva;Nicolas;NS;mai/24;46;M;5000;M‚dia;Sem hist¢rico de inadimplˆncia;Pontual;5;4;Pago em dia;Alto;Bom pagador;680;Bom;0;Cliente com perfil hist¢rico alto, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
233;Talita Souza Silva;Talita;TS;jun/24;53;F;2400;M‚dia;Sem hist¢rico de inadimplˆncia;Com ocorrˆncias;5;4;Pago em dia;Alto;Bom pagador;650;Regular;2;Cliente com perfil hist¢rico alto, previsÆo de default: bom pagador, e hist¢rico de pagamentos com ocorrˆncias.
234;S‚rgio Souza Silva;S‚rgio;SS;jul/24;50;M;15000;Alta;Sem hist¢rico de inadimplˆncia;Pontual;9;3;Pago em dia;Moderado;Bom pagador;750;Muito bom;0;Cliente com perfil hist¢rico moderado, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
235;Tadeu Souza Silva;Tadeu;TS;ago/24;38;M;10666;Alta;Sem hist¢rico de inadimplˆncia;Pontual;7;2;Pago em dia;Moderado;Bom pagador;750;Muito bom;0;Cliente com perfil hist¢rico moderado, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
236;Z‚lia Souza Silva;Z‚lia;ZS;set/24;54;F;2474;M‚dia;Sem hist¢rico de inadimplˆncia;Pontual;10;1;Pago em dia;Moderado;Bom pagador;750;Muito bom;0;Cliente com perfil hist¢rico moderado, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
237;William Souza Silva;William;WS;out/24;54;M;4884;M‚dia;Sem hist¢rico de inadimplˆncia;Com ocorrˆncias;12;0;Pago em dia;Alto;Bom pagador;650;Regular;2;Cliente com perfil hist¢rico alto, previsÆo de default: bom pagador, e hist¢rico de pagamentos com ocorrˆncias.
238;Lorena Souza Silva;Lorena;LS;nov/24;41;F;5400;M‚dia;Sem hist¢rico de inadimplˆncia;Pontual;6;3;Pago em dia;Muito alto;Bom pagador;610;Regular;0;Cliente com perfil hist¢rico muito alto, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
239;Mirela Souza Silva;Mirela;MS;dez/24;57;F;9166;Alta;Sem hist¢rico de inadimplˆncia;Pontual;21;2;Pago em dia;Baixo;Bom pagador;820;Muito bom;0;Cliente com perfil hist¢rico baixo, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
240;Gabriel Lima Silva;Gabriel;GL;jan/21;37;M;8584;Alta;Sem hist¢rico de inadimplˆncia;Pontual;15;2;Pago em dia;Moderado;Bom pagador;750;Muito bom;0;Cliente com perfil hist¢rico moderado, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
241;Beatriz Lima Silva;Beatriz;BL;fev/21;41;F;4828;M‚dia;Sem hist¢rico de inadimplˆncia;Com ocorrˆncias;7;1;Pago em dia;Alto;Bom pagador;665;Regular;1;Cliente com perfil hist¢rico alto, previsÆo de default: bom pagador, e hist¢rico de pagamentos com ocorrˆncias.
242;Mateus Lima Silva;Mateus;ML;mar/21;51;M;10000;Alta;Sem hist¢rico de inadimplˆncia;Pontual;20;0;Pago em dia;Baixo;Bom pagador;820;Muito bom;0;Cliente com perfil hist¢rico baixo, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
243;Pedro Lima Silva;Pedro;PL;abr/21;42;M;5400;M‚dia;Sem hist¢rico de inadimplˆncia;Pontual;2;0;Pago em dia;Muito alto;Bom pagador;610;Regular;0;Cliente com perfil hist¢rico muito alto, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
244;Eduarda Lima Silva;Eduarda;EL;mai/21;60;F;6284;Alta;Sem hist¢rico de inadimplˆncia;Pontual;7;5;Pago em dia;Alto;Bom pagador;680;Bom;0;Cliente com perfil hist¢rico alto, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
245;Rafael Lima Silva;Rafael;RL;jun/21;78;M;12855;Alta;Sem hist¢rico de inadimplˆncia;Requer aten‡Æo;10;6;Pago em dia;Alto;Bom pagador;635;Regular;3;Cliente com perfil hist¢rico alto, previsÆo de default: bom pagador, e hist¢rico de pagamentos requer aten‡Æo.
246;Gabriela Lima Silva;Gabriela;GL;jul/21;47;F;5533;M‚dia;Sem hist¢rico de inadimplˆncia;Pontual;11;1;Pago em dia;Moderado;Bom pagador;750;Muito bom;0;Cliente com perfil hist¢rico moderado, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
247;Carlos Lima Silva;Carlos;CL;ago/21;51;M;2500;M‚dia;Sem hist¢rico de inadimplˆncia;Pontual;3;1;Pago em dia;Baixo;Bom pagador;820;Muito bom;0;Cliente com perfil hist¢rico baixo, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
248;Felipe Lima Silva;Felipe;FL;set/21;59;M;12451;Alta;Sem hist¢rico de inadimplˆncia;Pontual;14;1;Pago em dia;Baixo;Bom pagador;820;Muito bom;0;Cliente com perfil hist¢rico baixo, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
249;Thiago Lima Silva;Thiago;TL;out/21;75;M;5400;M‚dia;Sem hist¢rico de inadimplˆncia;Pontual;1;2;Pago em dia;Muito alto;Bom pagador;610;Regular;0;Cliente com perfil hist¢rico muito alto, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
250;Larissa Lima Silva;Larissa;LL;nov/21;63;F;5400;M‚dia;Sem hist¢rico de inadimplˆncia;Pontual;7;1;Pago em dia;Muito alto;Bom pagador;610;Regular;0;Cliente com perfil hist¢rico muito alto, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
251;Andr‚ Lima Silva;Andr‚;AL;dez/21;48;M;10500;Alta;Sem hist¢rico de inadimplˆncia;Pontual;8;1;Pago em dia;Moderado;Bom pagador;750;Muito bom;0;Cliente com perfil hist¢rico moderado, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
252;Leonardo Lima Silva;Leonardo;LL;jan/22;23;M;800;Baixa;Sem hist¢rico de inadimplˆncia;Pontual;0;5;Sem empr‚stimo ativo;Muito alto;Mau pagador;610;Regular;0;Cliente com perfil hist¢rico muito alto, previsÆo de default: mau pagador, e hist¢rico de pagamentos pontual.
253;Patr¡cia Lima Silva;Patr¡cia;PL;fev/22;35;F;3500;M‚dia;Sem hist¢rico de inadimplˆncia;Pontual;2;4;Pago em dia;Alto;Bom pagador;680;Bom;0;Cliente com perfil hist¢rico alto, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
254;Ricardo Lima Silva;Ricardo;RL;mar/22;41;M;12500;Alta;Sem hist¢rico de inadimplˆncia;Pontual;7;1;Pago em dia;Moderado;Bom pagador;750;Muito bom;0;Cliente com perfil hist¢rico moderado, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
255;Daniel Lima Silva;Daniel;DL;abr/22;77;M;5400;M‚dia;Sem hist¢rico de inadimplˆncia;Pontual;5;1;Pago em dia;Muito alto;Bom pagador;610;Regular;0;Cliente com perfil hist¢rico muito alto, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
256;Tatiane Lima Silva;Tatiane;TL;mai/22;70;F;3139;M‚dia;Sem hist¢rico de inadimplˆncia;Pontual;6;1;Pago em dia;Moderado;Bom pagador;750;Muito bom;0;Cliente com perfil hist¢rico moderado, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
257;Eduardo Lima Silva;Eduardo;EL;jun/22;66;M;3710;M‚dia;Sem hist¢rico de inadimplˆncia;Pontual;5;0;Pago em dia;Alto;Bom pagador;680;Bom;0;Cliente com perfil hist¢rico alto, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
258;Yasmin Lima Silva;Yasmin;YL;jul/22;46;F;6000;M‚dia;Sem hist¢rico de inadimplˆncia;Pontual;6;0;Pago em dia;Baixo;Bom pagador;820;Muito bom;0;Cliente com perfil hist¢rico baixo, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
259;Amanda Lima Silva;Amanda;AL;ago/22;35;F;3333;M‚dia;Sem hist¢rico de inadimplˆncia;Com ocorrˆncias;17;2;Pago em dia;Alto;Bom pagador;665;Regular;1;Cliente com perfil hist¢rico alto, previsÆo de default: bom pagador, e hist¢rico de pagamentos com ocorrˆncias.
260;Diego Lima Silva;Diego;DL;set/22;59;M;6150;Alta;Sem hist¢rico de inadimplˆncia;Com ocorrˆncias;4;1;Pago em dia;Alto;Bom pagador;665;Regular;1;Cliente com perfil hist¢rico alto, previsÆo de default: bom pagador, e hist¢rico de pagamentos com ocorrˆncias.
261;Carla Lima Silva;Carla;CL;out/22;74;F;5400;M‚dia;Sem hist¢rico de inadimplˆncia;Pontual;4;1;Pago em dia;Muito alto;Bom pagador;610;Regular;0;Cliente com perfil hist¢rico muito alto, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
262;Murilo Lima Silva;Murilo;ML;nov/22;27;M;1500;Baixa;Sem hist¢rico de inadimplˆncia;Pontual;7;1;Pago em dia;Baixo;Bom pagador;820;Muito bom;0;Cliente com perfil hist¢rico baixo, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
263;Samuel Lima Silva;Samuel;SL;dez/22;41;M;8000;Alta;Sem hist¢rico de inadimplˆncia;Pontual;11;1;Pago em dia;Baixo;Bom pagador;820;Muito bom;0;Cliente com perfil hist¢rico baixo, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
264;Fl via Lima Silva;Fl via;FL;jan/23;40;F;5400;M‚dia;Sem hist¢rico de inadimplˆncia;Pontual;5;1;Pago em dia;Muito alto;Bom pagador;610;Regular;0;Cliente com perfil hist¢rico muito alto, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
265;Arthur Lima Silva;Arthur;AL;fev/23;61;M;12814;Alta;Sem hist¢rico de inadimplˆncia;Pontual;7;1;Pago em dia;Baixo;Bom pagador;820;Muito bom;0;Cliente com perfil hist¢rico baixo, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
266;Helo¡sa Lima Silva;Helo¡sa;HL;mar/23;43;F;5400;M‚dia;Sem hist¢rico de inadimplˆncia;Pontual;8;0;Pago em dia;Muito alto;Bom pagador;610;Regular;0;Cliente com perfil hist¢rico muito alto, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
267;Bernardo Lima Silva;Bernardo;BL;abr/23;45;M;2145;M‚dia;Sem hist¢rico de inadimplˆncia;Pontual;12;4;Pago em dia;Alto;Bom pagador;680;Bom;0;Cliente com perfil hist¢rico alto, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
268;Ot vio Lima Silva;Ot vio;OL;mai/23;88;M;0;Baixa;Sem hist¢rico de inadimplˆncia;Pontual;2;1;Pago em dia;Muito alto;Bom pagador;610;Regular;0;Cliente com perfil hist¢rico muito alto, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
269;Heitor Lima Silva;Heitor;HL;jun/23;38;M;8000;Alta;Inadimplente;Requer aten‡Æo;14;6;Teve atraso relevante;Muito alto;Mau pagador;455;Ruim;5;Cliente com perfil hist¢rico muito alto, previsÆo de default: mau pagador, e hist¢rico de pagamentos requer aten‡Æo.
270;Manuela Lima Silva;Manuela;ML;jul/23;67;F;3855;M‚dia;Sem hist¢rico de inadimplˆncia;Pontual;12;1;Pago em dia;Baixo;Bom pagador;820;Muito bom;0;Cliente com perfil hist¢rico baixo, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
271;Pietro Lima Silva;Pietro;PL;ago/23;77;M;4000;M‚dia;Sem hist¢rico de inadimplˆncia;Pontual;3;1;Pago em dia;Baixo;Bom pagador;820;Muito bom;0;Cliente com perfil hist¢rico baixo, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
272;Yuri Lima Silva;Yuri;YL;set/23;35;M;3200;M‚dia;Sem hist¢rico de inadimplˆncia;Pontual;7;2;Pago em dia;Alto;Bom pagador;680;Bom;0;Cliente com perfil hist¢rico alto, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
273;Priscila Lima Silva;Priscila;PL;out/23;24;F;2000;M‚dia;Sem hist¢rico de inadimplˆncia;Pontual;6;4;Pago em dia;Alto;Bom pagador;680;Bom;0;Cliente com perfil hist¢rico alto, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
274;Igor Lima Silva;Igor;IL;nov/23;53;M;4440;M‚dia;Sem hist¢rico de inadimplˆncia;Pontual;10;1;Pago em dia;Moderado;Bom pagador;750;Muito bom;0;Cliente com perfil hist¢rico moderado, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
275;Renato Lima Silva;Renato;RL;dez/23;60;M;10416;Alta;Sem hist¢rico de inadimplˆncia;Com ocorrˆncias;4;5;Pago em dia;Alto;Bom pagador;650;Regular;2;Cliente com perfil hist¢rico alto, previsÆo de default: bom pagador, e hist¢rico de pagamentos com ocorrˆncias.
276;Tain  Lima Silva;Tain ;TL;jan/24;42;F;5400;M‚dia;Sem hist¢rico de inadimplˆncia;Pontual;4;1;Pago em dia;Muito alto;Bom pagador;610;Regular;0;Cliente com perfil hist¢rico muito alto, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
277;C‚sar Lima Silva;C‚sar;CL;fev/24;47;M;5400;M‚dia;Sem hist¢rico de inadimplˆncia;Pontual;2;1;Pago em dia;Muito alto;Bom pagador;610;Regular;0;Cliente com perfil hist¢rico muito alto, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
278;Aline Lima Silva;Aline;AL;mar/24;56;F;10000;Alta;Sem hist¢rico de inadimplˆncia;Com ocorrˆncias;14;1;Pago em dia;Alto;Bom pagador;665;Regular;1;Cliente com perfil hist¢rico alto, previsÆo de default: bom pagador, e hist¢rico de pagamentos com ocorrˆncias.
279;Bruna Lima Silva;Bruna;BL;abr/24;64;F;981;Baixa;Sem hist¢rico de inadimplˆncia;Pontual;13;2;Pago em dia;Moderado;Bom pagador;750;Muito bom;0;Cliente com perfil hist¢rico moderado, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
